Episode,Total_Waiting_Time,Total_Avg_Waiting_Time,Total_Avg_Speed,Total_Reward
1,1453424.0,201.86444444444444,10.660083820017665,-40228.17885852579
2,1677091.0,232.92930555555554,10.641976768352174,-69070.82360961159
3,1705913.0,236.9323611111111,10.652942473220044,-72345.2527905867
4,1662219.0,230.86375,10.64296628712546,-67483.50372358644
5,1503856.0,208.86888888888888,10.6715731646085,-45940.188208980486
6,1580289.0,219.48458333333335,10.645939895810637,-57108.98749403694
7,1428953.0,198.46569444444444,10.688615409710494,-35763.76743381568
8,1388031.0,192.78208333333333,10.671067786733085,-31648.284582073604
9,1390559.0,193.13319444444446,10.695276837268029,-30570.389356324333
10,1540459.0,213.95263888888888,10.66189224297736,-51053.234284248094
11,1528919.0,212.34986111111112,10.671359219919783,-49187.63986880226
12,1502432.0,208.67111111111112,10.67470034815508,-45612.24305742603
13,1599113.0,222.0990277777778,10.673532176349973,-57814.958455755
14,2017665.0,280.23125,10.603749235748726,-114051.37054880774
15,2181170.0,302.9402777777778,10.592122101250055,-135333.08192656015
16,1989250.0,276.28472222222223,10.618617254581238,-109674.44221780894
17,1916702.0,266.2086111111111,10.635783829871293,-99639.25749665733
18,1656204.0,230.02833333333334,10.677703942233112,-64521.67501998295
19,1737027.0,241.25375,10.679215931602172,-74650.34438088494
20,1935217.0,268.78013888888887,10.65608338119228,-100934.79689802059
21,1879487.0,261.0398611111111,10.65859937000201,-93538.79252164932
22,1770668.0,245.9261111111111,10.67169102380386,-79167.6955286781
23,1752974.0,243.4686111111111,10.690380362807288,-75941.99064934392
24,1803509.0,250.4873611111111,10.669396535021805,-83554.81172071211
25,1780120.0,247.23888888888888,10.676835916386178,-80108.6631223729
26,1558613.0,216.4740277777778,10.713525132650394,-50360.384210539785
27,1372826.0,190.67027777777778,10.731731154795833,-25960.850345488103
28,1382599.0,192.0276388888889,10.741025740438486,-26595.807202998058
29,1182691.0,164.2626388888889,10.772892896503695,-15.80464361103628
30,1260052.0,175.00722222222223,10.729198324575094,-12118.844100851205
31,1265817.0,175.80791666666667,10.733794725899036,-12585.25390751121
32,1405038.0,195.14416666666668,10.711760434813952,-31369.380171368764
33,1610812.0,223.7238888888889,10.688718813857315,-58415.04813404093
34,1853150.0,257.38194444444446,10.677364669581683,-89237.88807816064
35,1785297.0,247.95791666666668,10.67854983894812,-80722.61512104186
36,1874649.0,260.36791666666664,10.678821334483043,-91916.87963688513
37,1874602.0,260.3613888888889,10.6571674606275,-93026.36795775896
38,1936026.0,268.8925,10.642600290983552,-101651.23718152307
39,1986297.0,275.8745833333333,10.657795228083687,-107008.0378927686
40,1898947.0,263.7426388888889,10.670789517353388,-95386.20730710703
41,1924804.0,267.3338888888889,10.66175805249671,-99043.88269412362
42,1752383.0,243.3865277777778,10.676622143914509,-76774.27425949779
43,1773580.0,246.33055555555555,10.668796698677761,-79683.4416617229
44,1666491.0,231.45708333333334,10.696845029859853,-64758.48139691509
45,1835081.0,254.8723611111111,10.666632073404465,-87588.8125333018
46,1539876.0,213.87166666666667,10.703541558871404,-48463.53188630206
47,1656885.0,230.12291666666667,10.700320341125593,-63441.84543816475
48,1629918.0,226.3775,10.716716917119282,-58999.06723111528
49,1561880.0,216.92777777777778,10.708182345873656,-51080.17533523971
50,1789467.0,248.53708333333333,10.654931149794692,-82563.15822572091
51,1442885.0,200.40069444444444,10.713990632390566,-35779.674552590404
52,1403003.0,194.86152777777778,10.732243660439599,-29949.852377278847
53,1398584.0,194.24777777777777,10.73655455521857,-29004.953315948675
54,1738006.0,241.38972222222222,10.665334369478428,-75483.44677379302
55,1290300.0,179.20833333333334,10.744734944773171,-15006.085361221625
56,1542836.0,214.28277777777777,10.708786845037833,-48586.86807383417
57,1430749.0,198.7151388888889,10.727369461011227,-33481.45060718058
58,1411889.0,196.09569444444443,10.709338709936203,-32119.341121665766
59,1522256.0,211.42444444444445,10.700368785639423,-46608.37657327556
60,1716383.0,238.3865277777778,10.68351487223684,-71700.8494254203
61,1690991.0,234.85986111111112,10.703038127262488,-67461.0355467034
62,1610071.0,223.62097222222224,10.709042871594372,-57133.64666911168
63,1698088.0,235.84555555555556,10.686728350428643,-69305.651214517
64,1709055.0,237.36875,10.689971450779954,-70505.69103282435
65,1683670.0,233.84305555555557,10.694122054795198,-67372.65655829465
66,1614922.0,224.29472222222222,10.675961527984324,-59470.178479466806
67,1740645.0,241.75625,10.669809603782953,-75394.82400802593
68,1611402.0,223.80583333333334,10.707359105332529,-57318.54418338418
69,1450017.0,201.39125,10.735032943568003,-35726.66518189039
70,1631795.0,226.63819444444445,10.701037919034652,-60138.90021056946
71,1732484.0,240.62277777777777,10.679351323878011,-74077.34993693912
72,1638867.0,227.62041666666667,10.694417439255584,-61499.89329067356
73,1599379.0,222.13597222222222,10.707201013369318,-55995.21182425249
74,1817671.0,252.45430555555555,10.647161879193655,-86488.65587647303
75,1670885.0,232.0673611111111,10.68885790052574,-65820.59704763503
76,1758369.0,244.21791666666667,10.674796209166189,-77393.28972264884
77,1697213.0,235.7240277777778,10.671980559541975,-70044.26067761284
78,1757326.0,244.07305555555556,10.67354634036449,-77571.60153852392
79,1757642.0,244.11694444444444,10.686998069371635,-76723.32840037179
80,1684361.0,233.93902777777777,10.684078787441933,-67705.67400192111
81,1647977.0,228.88569444444445,10.662664190725744,-64303.74092179678
82,1798524.0,249.795,10.678915643965622,-82415.4063995397
83,1569069.0,217.92625,10.696751599076928,-52464.666048685795
84,1616965.0,224.57847222222222,10.697701375065307,-58618.22761288691
85,1752312.0,243.37666666666667,10.669859058537014,-76783.75350359312
86,1602152.0,222.5211111111111,10.7087336244737,-56108.60956714523
87,1479619.0,205.5026388888889,10.722837424603634,-40005.97787866412
88,1538134.0,213.62972222222223,10.703923990422213,-48293.317034184205
89,1689939.0,234.71375,10.702995166084714,-67284.22434054516
90,1329143.0,184.60319444444445,10.7453263135371,-19774.97493016619
91,1315903.0,182.76430555555555,10.737742626821003,-18506.91866968269
92,1542463.0,214.23097222222222,10.71051354977691,-48791.018450348965
93,1673348.0,232.40944444444443,10.687000149179829,-66410.62415847623
94,1673383.0,232.41430555555556,10.672808670201492,-67050.16785593737
95,1605133.0,222.9351388888889,10.696573225551203,-57179.44677898566
96,1561772.0,216.9127777777778,10.696291277618329,-51698.311011727536
97,1706003.0,236.94486111111112,10.67228366069163,-71086.31315214571
98,1687933.0,234.4351388888889,10.703118505406193,-67006.89305059832
99,1752171.0,243.35708333333332,10.669848083898659,-77222.89633651916
100,1480798.0,205.6663888888889,10.707498742965866,-41070.65575481476
101,1632957.0,226.79958333333335,10.70555054639084,-60132.032031640214
102,1690436.0,234.78277777777777,10.673875618944011,-69152.71795560715
103,1918999.0,266.5276388888889,10.636375925525833,-99788.01640196145
104,1888863.0,262.34208333333333,10.65020354838376,-95121.53084677941
105,1785729.0,248.01791666666668,10.676232592254477,-81093.48456717635
106,1806426.0,250.8925,10.66459637998519,-84271.40198066305
107,1621787.0,225.24819444444444,10.705808127412311,-58752.98298334815
108,1724281.0,239.48347222222222,10.684115543471812,-72855.02419097385
109,1582667.0,219.8148611111111,10.716713103051614,-53342.925760997765
110,1693889.0,235.26236111111112,10.68819021145858,-68514.28690074568
111,1613926.0,224.1563888888889,10.705171102063813,-57852.734637271846
112,1636645.0,227.31180555555557,10.691378864667223,-61406.842271868736
113,1691366.0,234.91194444444446,10.718553748419108,-66526.80195686842
114,1723089.0,239.31791666666666,10.674357851335392,-73070.65682816127
115,1588080.0,220.56666666666666,10.691728265639336,-55322.620568684986
116,1462007.0,203.05652777777777,10.693167139005803,-39357.53039316472
117,1682045.0,233.6173611111111,10.701415451032046,-66466.64818127984
118,1752313.0,243.37680555555556,10.66777558654553,-77168.6581727751
119,1706536.0,237.01888888888888,10.675942135381083,-70934.37133404205
120,1725420.0,239.64166666666668,10.676269363992203,-73310.60905148802
121,1811468.0,251.59277777777777,10.6684959415731,-84496.53217843971
122,1665344.0,231.29777777777778,10.68543475699541,-65503.53435579067
123,1753954.0,243.60472222222222,10.670615152583844,-77217.12333909745
124,1486789.0,206.49847222222223,10.718249301837767,-41161.50182383115
125,1636712.0,227.32111111111112,10.688452855685535,-61543.07513590528
126,1628595.0,226.19375,10.690275879114424,-60443.09216746427
127,1785723.0,248.01708333333335,10.676160722705122,-80857.89581272939
128,1712900.0,237.90277777777777,10.679054674697001,-71827.7626160412
129,1642621.0,228.14180555555555,10.688207867541408,-62453.71847945705
130,1686771.0,234.27375,10.690486698308982,-67678.43111936408
131,1707239.0,237.11652777777778,10.681718825736684,-70782.60181195034
132,1654085.0,229.73402777777778,10.701611136624058,-62857.86181209539
133,1681486.0,233.53972222222222,10.664325109000258,-68570.94075423609
134,1817715.0,252.46041666666667,10.65590606100979,-86293.1900676769
135,1691052.0,234.86833333333334,10.692898411428159,-68170.04897294917
136,1749031.0,242.92097222222222,10.68972312589166,-75547.44224997467
137,1662031.0,230.83763888888888,10.685943343341695,-64716.23641691275
138,1703010.0,236.52916666666667,10.702850410265015,-68892.99999833254
139,1722305.0,239.20902777777778,10.683999044765443,-72727.71716331481
140,1710523.0,237.5726388888889,10.679611328935886,-71223.45648019973
141,1587271.0,220.45430555555555,10.719473110829165,-53614.70661482673
142,1701416.0,236.30777777777777,10.680638435307857,-70144.83358946133
143,1743407.0,242.13986111111112,10.680909021237902,-75517.01165315107
144,1775486.0,246.59527777777777,10.68573135363027,-79048.13922593844
145,1704512.0,236.73777777777778,10.682345025206887,-70451.3141481836
146,1525462.0,211.8697222222222,10.716415830204834,-46286.19717806702
147,1665322.0,231.29472222222222,10.693116165181765,-64770.92186803161
148,1686663.0,234.25875,10.666946067064044,-68899.49008866027
149,1764722.0,245.1002777777778,10.678245983438202,-78122.6333930637
150,1699221.0,236.00291666666666,10.69768960182514,-68934.11381270812
151,1621927.0,225.26763888888888,10.683660673291582,-60052.21728723302
152,1653641.0,229.67236111111112,10.689164329299182,-63718.966974770236
153,1718815.0,238.72430555555556,10.701705990482248,-71173.08072548358
154,1816279.0,252.26097222222222,10.64844237046043,-86275.2655597934
155,1668591.0,231.74875,10.689441305183749,-65462.439026424174
156,1623333.0,225.46291666666667,10.700163774842421,-59345.9624722406
157,2049087.0,284.59541666666667,10.636852720175002,-116006.26565112473
158,1804890.0,250.67916666666667,10.652034562189549,-84630.19361835807
159,1809749.0,251.3540277777778,10.678848119677756,-83728.56454938998
160,1788540.0,248.40833333333333,10.660552642894054,-81896.27719511313
161,1710139.0,237.51930555555555,10.676946954081787,-71411.04363395768
162,1834593.0,254.80458333333334,10.65090149262288,-88358.52516854131
163,1804521.0,250.62791666666666,10.6776330566459,-83050.54756066798
164,1724859.0,239.56375,10.685469357178064,-72746.22535292985
165,1859383.0,258.2476388888889,10.685004565989884,-89625.67240149013
166,1791986.0,248.88694444444445,10.679966534808925,-81330.23432771012
167,1678300.0,233.09722222222223,10.710457076756343,-65796.27038841162
168,1677769.0,233.0234722222222,10.68679261713001,-67091.3818772294
169,1543927.0,214.43430555555557,10.712871110472541,-48513.661478069334
170,1676770.0,232.88472222222222,10.685159788851598,-66680.23602851456
171,1867131.0,259.32375,10.645656199739001,-92517.4807646737
172,1769833.0,245.8101388888889,10.657899041109665,-80030.10317769236
173,1647265.0,228.78680555555556,10.706274078413688,-62060.332116494064
174,1722735.0,239.26875,10.664982007680573,-73623.8086823392
175,1841341.0,255.74180555555554,10.645136805797417,-89691.16409280252
176,1813074.0,251.81583333333333,10.656869093758115,-85347.67874409129
177,1953360.0,271.3,10.669227039957931,-102104.17319194575
178,1913932.0,265.8238888888889,10.657404175224565,-97814.66069448674
179,1906720.0,264.8222222222222,10.66653488324845,-96631.17929813532
180,1813240.0,251.8388888888889,10.661683292430848,-85330.62670102614
181,1780396.0,247.27722222222224,10.66629404379022,-80948.95909562867
182,1627071.0,225.98208333333332,10.70137138712755,-59514.459605249205
183,1788656.0,248.42444444444445,10.65994207967771,-81978.15011572897
