Agent,Hidden_Layer_Size,Episode,Total_Rewards,Average_Speed,Average_Waiting_Time
DoubleDQN,256,1,-2517009.7505834936,3.9208646322674383,388.79333333333335
DoubleDQN,256,2,-2270020.7016771007,4.145754205932474,356.73819444444445
DoubleDQN,256,3,-2402706.625643219,4.196046930456416,375.6697222222222
DoubleDQN,256,4,-2226711.7531277095,4.178461825356725,351.0501388888889
DoubleDQN,256,5,-2549487.5311740297,4.136159353262943,395.45708333333334
DoubleDQN,256,6,-2183398.2991982223,4.093912571316769,344.18888888888887
DoubleDQN,256,7,-2436025.4469228783,4.036063297557101,378.6975
DoubleDQN,256,8,-2478572.4093427337,4.069911042196604,384.9452777777778
DoubleDQN,256,9,-2256930.659900712,4.113727007808151,354.5998611111111
DoubleDQN,256,10,-2221008.951592593,4.18708406865008,350.34430555555554
DoubleDQN,256,11,-2253311.1412593233,4.04067865386873,353.3666666666667
DoubleDQN,256,12,-2533336.3439218043,3.9566758370957524,391.4190277777778
DoubleDQN,256,13,-2524609.16912068,4.027914379146252,390.9193055555556
DoubleDQN,256,14,-2456037.714074585,4.130045700667953,382.4168055555556
DoubleDQN,256,15,-2494471.851355942,4.158557684038753,388.04
DoubleDQN,256,16,-2698269.602148842,3.926380584437519,414.0234722222222
DoubleDQN,256,17,-2530688.0793716935,4.081665626372962,392.3011111111111
DoubleDQN,256,18,-2492782.0415195622,4.071957817585513,386.93930555555556
DoubleDQN,256,19,-2194626.2549035014,4.1216770763775985,346.0259722222222
DoubleDQN,256,20,-2579848.1813465203,4.106941987928426,399.38166666666666
DoubleDQN,256,21,-2470753.940004069,3.991820336393895,383.0784722222222
DoubleDQN,256,22,-2595160.862213257,4.097765864516269,401.4166666666667
DoubleDQN,256,23,-2601508.8136177016,3.9813359813703513,401.13402777777776
DoubleDQN,256,24,-2484803.5639346372,4.084700562504916,385.9586111111111
DoubleDQN,256,25,-2297656.237401031,4.178996765293493,360.9088888888889
DoubleDQN,256,26,-2390954.903263021,4.201834741588252,374.09541666666667
DoubleDQN,256,27,-2567830.0431433315,3.9247216813409933,395.8902777777778
DoubleDQN,256,28,-1904508.8188783815,4.333474802997488,307.8498611111111
DoubleDQN,256,29,-2094382.5904898234,4.247727972768176,333.36375
DoubleDQN,256,30,-2270274.9504550914,4.159778529471362,356.91375
DoubleDQN,256,31,-2413716.239137213,4.001052293545016,375.24888888888887
DoubleDQN,256,32,-2067421.2538067352,4.22335764957137,329.3754166666667
DoubleDQN,256,33,-2036983.6904594353,4.301657141560663,325.93097222222224
DoubleDQN,256,34,-2234708.095714849,4.141720954946384,351.79333333333335
DoubleDQN,256,35,-1807962.9832511265,4.301694741128936,294.12291666666664
DoubleDQN,256,36,-1931435.767557814,4.339836627722621,311.6533333333333
DoubleDQN,256,37,-2251604.0293979943,4.115402431539015,353.87680555555556
DoubleDQN,256,38,-2486015.8867581575,4.073182189984027,386.01180555555555
DoubleDQN,256,39,-2338793.2401824817,4.011871723075236,364.9511111111111
DoubleDQN,256,40,-2421639.521559941,4.082812261585022,377.1669444444444
DoubleDQN,256,41,-2509931.4414006374,3.9971050409059092,388.5726388888889
DoubleDQN,256,42,-2404918.7739172643,4.061086534000443,374.6273611111111
DoubleDQN,256,43,-2742519.0115450597,4.004791567220339,420.9533333333333
DoubleDQN,256,44,-2298505.764181955,4.11421166951271,360.37902777777776
DoubleDQN,256,45,-2558779.7602836294,4.109128392298261,396.4773611111111
DoubleDQN,256,46,-2615940.3330926797,3.980884321606255,403.13388888888886
DoubleDQN,256,47,-2433838.5995736388,4.331075074425342,381.3438888888889
DoubleDQN,256,48,-2591981.4475606238,3.9855493984344186,399.85291666666666
DoubleDQN,256,49,-2523014.9398159487,4.028612005854398,390.7048611111111
DoubleDQN,256,50,-2353431.237493983,4.140580096833462,368.27125
DoubleDQN,256,51,-2510622.7955142222,4.238530682958755,391.0829166666667
DoubleDQN,256,52,-2471065.826919955,4.070571909231654,383.90930555555553
DoubleDQN,256,53,-2544716.207789707,4.157524955378261,395.00805555555553
DoubleDQN,256,54,-2474884.5623372686,4.094756140030383,384.6815277777778
DoubleDQN,256,55,-2498695.3024021713,4.0185514151401405,387.2265277777778
DoubleDQN,256,56,-1716829.2613694682,4.448982548468395,282.93833333333333
DoubleDQN,256,57,-1917296.0951816228,4.258568186302152,308.87680555555556
DoubleDQN,256,58,-1624828.549632083,4.573700770027293,271.40763888888887
DoubleDQN,256,59,-1622551.1836880376,4.537733629428065,270.7316666666667
DoubleDQN,256,60,-1752584.7615523653,4.383697823252472,287.25152777777777
DoubleDQN,256,61,-1717634.861248844,4.3928908824136235,282.4893055555556
DoubleDQN,256,62,-1480152.6672328312,4.739379696026344,252.97055555555556
DoubleDQN,256,63,-1880239.0677234433,4.308151902300714,304.22583333333336
DoubleDQN,256,64,-1532361.0934142985,4.608082106932467,258.90875
DoubleDQN,256,65,-1776936.3309336808,4.469703805571029,291.49375
DoubleDQN,256,66,-1445828.973391085,4.572097661478446,246.53055555555557
DoubleDQN,256,67,-1517596.473170392,4.624937943619333,257.02666666666664
DoubleDQN,256,68,-1333798.6978126802,4.705407047260408,232.30388888888888
DoubleDQN,256,69,-1649614.0555884242,4.480318740617868,273.91625
DoubleDQN,256,70,-1492953.8806090981,4.5974878390682274,253.32958333333335
DoubleDQN,256,71,-1457127.3074697491,4.588301355049201,248.26180555555555
DoubleDQN,256,72,-2468845.025658239,4.014985814347645,383.045
DoubleDQN,256,73,-2733253.063218479,4.106096408471192,420.67944444444447
DoubleDQN,256,74,-2452765.3432615777,3.9589952912415307,380.25180555555556
DoubleDQN,256,75,-2695938.6710668253,3.863546291217748,413.07138888888886
DoubleDQN,256,76,-2589860.4810424317,4.02691004576811,399.97194444444443
DoubleDQN,256,77,-2536086.8587769154,4.025502022525527,392.4893055555556
DoubleDQN,256,78,-2542181.1562589263,4.134984002813624,394.43055555555554
DoubleDQN,256,79,-2619085.1198216244,3.9807900609609828,403.5697222222222
DoubleDQN,256,80,-2385849.014571047,4.173041528335349,373.09833333333336
DoubleDQN,256,81,-2619901.492174465,4.025215448279718,404.1273611111111
DoubleDQN,256,82,-2699356.963300077,4.12311168345222,416.14180555555555
DoubleDQN,256,83,-2436852.399585787,4.06736951063319,379.1254166666667
DoubleDQN,256,84,-2549907.9414704954,4.150375877244719,395.65763888888887
DoubleDQN,256,85,-2775265.729781374,3.9826149248807905,425.27972222222223
DoubleDQN,256,86,-2646401.2298303302,3.9427052005023606,406.98277777777776
DoubleDQN,256,87,-2734114.7194964606,4.12919840432952,421.03013888888887
DoubleDQN,256,88,-2696019.589453705,4.31618632624672,417.6090277777778
DoubleDQN,256,89,-2652101.5676058964,4.098978291139967,409.33722222222224
DoubleDQN,256,90,-2350463.9501377535,4.079806307790644,367.25138888888887
DoubleDQN,256,91,-2581890.870412123,4.05021019324729,399.09805555555556
DoubleDQN,256,92,-2490521.547471601,4.025964678550984,386.16541666666666
DoubleDQN,256,93,-2640515.8068132377,4.078252745088875,407.5208333333333
DoubleDQN,256,94,-2668353.1968965596,3.9800389910774023,410.405
DoubleDQN,256,95,-2600908.4596712976,4.031813119343276,401.55541666666664
DoubleDQN,256,96,-2701473.728103403,3.910503832581807,414.3097222222222
DoubleDQN,256,97,-2646769.159684647,4.073831176413637,408.34513888888887
DoubleDQN,256,98,-2536330.523947095,3.940048335889453,391.6686111111111
DoubleDQN,256,99,-2796009.137849053,4.001789813077939,428.3525
DoubleDQN,256,100,-2514350.6495415824,4.331310491330442,392.5284722222222
DoubleDQN,256,101,-2604725.164526264,4.051469998613812,402.28208333333333
DoubleDQN,256,102,-2398466.3232457954,4.119356683692754,374.31388888888887
DoubleDQN,256,103,-2743316.022024882,3.931874752270386,420.33486111111114
DoubleDQN,256,104,-2657863.353005688,4.083842382071892,409.9861111111111
DoubleDQN,256,105,-2684025.6537673427,3.8274215301524728,411.05555555555554
DoubleDQN,256,106,-2504297.9706676425,4.084319912340523,388.6623611111111
DoubleDQN,256,107,-2800773.262023941,4.389051989363876,432.88680555555555
DoubleDQN,256,108,-2613787.004416579,3.981111108589878,402.83708333333334
DoubleDQN,256,109,-2648015.7356766006,4.0966842885779595,408.74680555555557
DoubleDQN,256,110,-2524560.250996934,4.126913242959632,391.9025
DoubleDQN,256,111,-2690207.5789117576,3.9116864611495465,412.75680555555556
DoubleDQN,256,112,-2333775.67921573,4.117046182421282,365.30597222222224
DoubleDQN,256,113,-2493589.120937509,4.138012273021469,387.71194444444444
DoubleDQN,256,114,-2590261.076800212,3.962887881121327,399.3873611111111
DoubleDQN,256,115,-2712374.2760338043,3.8156489989666,414.8751388888889
DoubleDQN,256,116,-2668088.7453825674,4.061573041598245,411.18361111111113
DoubleDQN,256,117,-2640359.9673308525,4.034514404027188,407.06180555555557
DoubleDQN,256,118,-2574247.54102943,4.052284213865732,398.0572222222222
DoubleDQN,256,119,-2538711.4878151286,4.028882174256632,392.8876388888889
DoubleDQN,256,120,-2585589.9725099215,4.024153219819011,399.35125
DoubleDQN,256,121,-2770066.8010013998,3.977211158502603,424.5036111111111
DoubleDQN,256,122,-2606789.5713231955,4.211908797110564,404.17319444444445
DoubleDQN,256,123,-2745423.990200029,3.869277970499158,420.00166666666667
DoubleDQN,256,124,-2569681.130120065,4.155206589928718,398.45222222222225
DoubleDQN,256,125,-2490965.729232156,4.17178160265435,387.6852777777778
DoubleDQN,256,126,-2628319.250031063,4.050316031562076,405.5475
